GeneName	Sources	Studies	Traits
SERBP1P3	TIGEReQTL	Mahajan2018	T2D
SF3A1	DEPICT	Lagou2023	RandomGlucose
SF3B14	MAGMA	MAGIC2021_HbA1c	HbA1C
SFMBT1	MAGMA	MAGIC2021_HbA1c,MAGIC_FI	HbA1C,FI
SGIP1	DEPICT	Lagou2023	RandomGlucose
SGK494	MAGMA	MAGIC2021_HbA1c	HbA1C
SGSM1	DEPICT	Lagou2023	RandomGlucose
SGSM2	DEPICT	Lagou2023	RandomGlucose
SGSM3	DEPICT	Lagou2023	RandomGlucose
SH2B3	DEPICT	Lagou2023	RandomGlucose
SH2D2A	DEPICT	Lagou2023	RandomGlucose
SHMT2	DEPICT	Lagou2023	RandomGlucose
SHOC2	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
SIN3A	MAGMA	Mahajan2022	T2D
SIPA1	MAGMA	Mahajan2022	T2D
SIRT3	MAGMA	MAGIC2021_HbA1c	HbA1C
SIX5	MAGMA	Mahajan2022,MAGIC2021_FG	T2D,FG
SLC12A8	MAGMA,eTWAS,TIGEReQTL	Mahajan2022,Mahajan2018	T2D
SLC16A11	MAGMA	Mahajan2022	T2D
SLC16A13	MAGMA	Mahajan2022	T2D
SLC20A2	MAGMA,sTWAS	MAGIC2021_HbA1c	HbA1C
SLC22A18AS	MAGMA	Mahajan2022	T2D
SLC22A3	MAGMA	Mahajan2022	T2D
SLC25A20	DEPICT	Lagou2023	RandomGlucose
SLC26A4	DEPICT	Lagou2023	RandomGlucose
SLC26A6	DEPICT	Lagou2023	RandomGlucose
SLC2A1	DEPICT	Lagou2023	RandomGlucose
SLC2A13	DEPICT	Lagou2023	RandomGlucose
SLC2A2	MAGMA,DEPICT	Mahajan2022,MAGIC2021_FG,MAGIC2021_HbA1c,Lagou2023	T2D,FG,HbA1C,RandomGlucose
SLC30A8	MAGMA,TIGERCASE,DEPICT	Mahajan2022,MAGIC2021_HbA1c,Mahajan2018,Lagou2023	T2D,HbA1C,RandomGlucose
SLC35C1	MAGMA	Mahajan2022,MAGIC2021_FG	T2D,FG
SLC35F6	MAGMA	MAGIC2021_FG	FG
SLC36A4	MAGMA	Mahajan2022,MAGIC2021_FG,MadsenAL_bigair,MadsenAL_di,MadsenAL_dibig	T2D,FG,FirstPhaseInsRel,DispositionIndex
SLC38A11	MAGMA	Mahajan2022	T2D
SLC38A4	DEPICT	Lagou2023	RandomGlucose
SLC39A1	DEPICT	Lagou2023	RandomGlucose
SLC39A13	MAGMA,sTWAS,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
SLC39A4	MAGMA	Mahajan2022	T2D
SLC43A2	DEPICT	Lagou2023	RandomGlucose
SLC5A1	MAGMA	Mahajan2022	T2D
SLC5A6	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
SLC7A14	DEPICT	Lagou2023	RandomGlucose
SLC7A7	TIGEReQTL	Mahajan2018	T2D
SLC9B1	pcHiC	Mahajan2022	T2D
SLCO4A1	MAGMA	Mahajan2022	T2D
SLCO4C1	MAGMA	Mahajan2022	T2D
SLIT1	pcHiC	Mahajan2022	T2D
SLITRK1	DEPICT	Lagou2023	RandomGlucose
SMARCAD1	pcHiC	Mahajan2022	T2D
SMC4	DEPICT	Lagou2023	RandomGlucose
SMCO4	pcHiC,MAGMA,eTWAS	Mahajan2022,MAGIC2021_FG,MadsenAL_bigair,MadsenAL_di,Mahajan2018	T2D,FG,FirstPhaseInsRel,DispositionIndex
SMEK1	MAGMA	Mahajan2022	T2D
SMIM19	MAGMA,sTWAS	MAGIC2021_HbA1c	HbA1C
SNAPC4	MAGMA,sTWAS,DEPICT	Mahajan2022,MAGIC2021_FG,Lagou2023	T2D,FG,RandomGlucose
SNF8	pcHiC,MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
SNHG15	eTWAS	Mahajan2022	T2D
SNN	DEPICT	Lagou2023	RandomGlucose
SNRPD2	MAGMA	Mahajan2022,MAGIC_2hGlu	T2D,2hGlu
SNUPN	MAGMA	Mahajan2022	T2D
SNX1	pcHiC	Mahajan2022	T2D
SNX11	MAGMA,sTWAS	Mahajan2022,Mahajan2018	T2D
SNX17	MAGMA,DEPICT	Mahajan2022,MAGIC2021_FG,MAGIC_FI,Lagou2023	T2D,FG,FI,RandomGlucose
SNX22	pcHiC	Mahajan2022	T2D
SOBP	pcHiC	Mahajan2022	T2D
SOX2-OT	MAGMA	Mahajan2022	T2D
SOX5	DEPICT	Lagou2023	RandomGlucose
SOX7	pcHiC,MAGMA	Mahajan2022	T2D
SPAG5	MAGMA	MAGIC2021_HbA1c	HbA1C
SPATA20	eTWAS	Mahajan2022	T2D
SPATA2L	pcHiC	Mahajan2022	T2D
SPATA7	MAGMA	MAGIC2021_FG	FG
SPC25	MAGMA,DEPICT	MAGIC2021_FG,MAGIC2021_HbA1c,Lagou2023	FG,HbA1C,RandomGlucose
SPINK4	DEPICT	Lagou2023	RandomGlucose
SPON2	MAGMA	Mahajan2022	T2D
SPPL3	MAGMA	Mahajan2022	T2D
SPRED2	pcHiC,MAGMA	Mahajan2022	T2D
SPRY2	pcHiC,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
SPTB	MAGMA	MAGIC2021_HbA1c	HbA1C
SPTSSB	DEPICT	Lagou2023	RandomGlucose
SREBF1	pcHiC,MAGMA	Mahajan2022,MAGIC2021_HbA1c	T2D,HbA1C
SRGN	MAGMA	MAGIC2021_HbA1c	HbA1C
SRP14	pcHiC	Mahajan2022	T2D
SRP14-AS1	pcHiC	Mahajan2022	T2D
SRRM3	DEPICT	Lagou2023	RandomGlucose
SSSCA1	pcHiC,MAGMA	Mahajan2022	T2D
SSSCA1-AS1	pcHiC,MAGMA	Mahajan2022	T2D
SSTR1	pcHiC	Mahajan2022	T2D
ST3GAL3	DEPICT	Lagou2023	RandomGlucose
ST6GAL1	pcHiC,MAGMA,eTWAS,TIGEReQTL	Mahajan2022,Mahajan2018	T2D
STAB1	MAGMA	MAGIC_FI	FI
STARD10	MAGMA,eTWAS,sTWAS,TIGEReQTL,DEPICT	Mahajan2022,MAGIC2021_FG,MadsenAL_xinsG30,MadsenAL_xinsdG30,MadsenAL_stumvoll,MadsenAL_cir,MadsenAL_bigair,MadsenAL_di,MAGIC2021_HbA1c,Mahajan2018,Lagou2023	T2D,FG,FirstPhaseInsRel,DispositionIndex,HbA1C,RandomGlucose
STEAP1	pcHiC,MAGMA,eTWAS,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
STEAP2	pcHiC,MAGMA,eTWAS,sTWAS,DEPICT	Mahajan2022,MAGIC2021_FG,Lagou2023	T2D,FG,RandomGlucose
STK17A	DEPICT	Lagou2023	RandomGlucose
STK33	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
STRBP	MAGMA	Mahajan2022	T2D
STRG171455	eTWAS	MAGIC2021_HbA1c,MAGIC2021_FG	HbA1C,FG
STRG422438	pcHiC	Mahajan2022	T2D
STRT06196569	sTWAS	MAGIC_FI	FI
STX16	pcHiC,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
STYXL1	DEPICT	Lagou2023	RandomGlucose
SUGP1	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
SULT1A1	MAGMA	MAGIC2021_HbA1c	HbA1C
SULT1A2	MAGMA	MAGIC2021_HbA1c	HbA1C
SUMO2P17	pcHiC,MAGMA	Mahajan2022	T2D
SUPT16H	DEPICT	Lagou2023	RandomGlucose
SUPT6H	MAGMA	MAGIC2021_HbA1c	HbA1C
SUPT7L	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
SURF6	DEPICT	Lagou2023	RandomGlucose
SYMPK	DEPICT	Lagou2023	RandomGlucose
TAF1C	DEPICT	Lagou2023	RandomGlucose
TAOK1	DEPICT	Lagou2023	RandomGlucose
TAOK2	pcHiC,MAGMA	Mahajan2022	T2D
TBC1D10A	DEPICT	Lagou2023	RandomGlucose
TBC1D5	DEPICT	Lagou2023	RandomGlucose
TBCA	DEPICT	Lagou2023	RandomGlucose
TBCD	MAGMA	MAGIC2021_HbA1c	HbA1C
TBCE	TIGEReQTL	Mahajan2018	T2D
TBKBP1	DEPICT	Lagou2023	RandomGlucose
TBL2	MAGMA	MAGIC2021_HbA1c	HbA1C
TBRG4	DEPICT	Lagou2023	RandomGlucose
TCF12	MAGMA	Mahajan2022	T2D
TCF4	MAGMA	Mahajan2022	T2D
TCF7L2	pcHiC,MAGMA,DEPICT	Mahajan2022,MAGIC2021_FG,MAGIC2021_HbA1c,MAGIC_FI,MAGIC_2hGlu,MadsenAL_xinsdG30,MadsenAL_cir,Lagou2023	T2D,FG,HbA1C,FI,2hGlu,FirstPhaseInsRel,RandomGlucose
TCP11	MAGMA	MAGIC_FI	FI
TCTA	DEPICT	Lagou2023	RandomGlucose
TET2	MAGMA,DEPICT	MAGIC_FI,Lagou2023	FI,RandomGlucose
TFG	DEPICT	Lagou2023	RandomGlucose
TFRC	pcHiC,MAGMA	Mahajan2022	T2D
TGFA	DEPICT	Lagou2023	RandomGlucose
THADA	MAGMA,DEPICT	Mahajan2022,MAGIC2021_FG,MAGIC2021_HbA1c,Lagou2023	T2D,FG,HbA1C,RandomGlucose
THBS3	MAGMA	MAGIC2021_HbA1c	HbA1C
THOC7	MAGMA	Mahajan2022	T2D
THUMPD3	MAGMA	Mahajan2022	T2D
TLCD1	MAGMA	MAGIC2021_HbA1c	HbA1C
TLE1	pcHiC,MAGMA	Mahajan2022	T2D
TLE4	MAGMA	MAGIC_FI	FI
TM6SF2	MAGMA	Mahajan2022	T2D
TMBIM1	MAGMA	MAGIC2021_HbA1c	HbA1C
TMC6	MAGMA	MAGIC2021_HbA1c	HbA1C
TMED4	DEPICT	Lagou2023	RandomGlucose
TMED5	DEPICT	Lagou2023	RandomGlucose
TMEM106C	MAGMA	MAGIC2021_HbA1c	HbA1C
TMEM110	MAGMA	MAGIC2021_HbA1c	HbA1C
TMEM110-MUSTN1	MAGMA	MAGIC2021_HbA1c	HbA1C
TMEM116	MAGMA,DEPICT	MAGIC2021_HbA1c,Lagou2023	HbA1C,RandomGlucose
TMEM120A	DEPICT	Lagou2023	RandomGlucose
TMEM132B	DEPICT	Lagou2023	RandomGlucose
TMEM150C	pcHiC	Mahajan2022	T2D
TMEM154	MAGMA	Mahajan2022	T2D
TMEM161B	DEPICT	Lagou2023	RandomGlucose
TMEM175	pcHiC	Mahajan2022	T2D
TMEM176B	MAGMA	Mahajan2022	T2D
TMEM214	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
TMEM219	MAGMA	Mahajan2022	T2D
TMEM245	MAGMA	MAGIC2021_FG	FG
TMEM258	MAGMA	MAGIC2021_FG,MAGIC2021_HbA1c	FG,HbA1C
TMEM45A	eTWAS,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
TMEM63B	pcHiC	Mahajan2022	T2D
TMEM69	MAGMA	Mahajan2022	T2D
TMEM8A	DEPICT	Lagou2023	RandomGlucose
TMPRSS6	MAGMA	MAGIC2021_HbA1c	HbA1C
TNIK	DEPICT	Lagou2023	RandomGlucose
TNKS	DEPICT	Lagou2023	RandomGlucose
TNRC6B	DEPICT	Lagou2023	RandomGlucose
TOM1L2	pcHiC,MAGMA	Mahajan2022,MAGIC2021_HbA1c	T2D,HbA1C
TOMM40	MAGMA	Mahajan2022	T2D
TOP1	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
TOP2A	DEPICT	Lagou2023	RandomGlucose
TP53BP1	MAGMA	Mahajan2022	T2D
TP53I3	MAGMA	MAGIC2021_HbA1c	HbA1C
TP53INP1	pcHiC,MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
TPCN2	MAGMA	Mahajan2022	T2D
TPD52	MAGMA	MAGIC2021_FG	FG
TRAF3	MAGMA	Mahajan2022	T2D
TRAF4	MAGMA	MAGIC2021_HbA1c	HbA1C
TRAFD1	MAGMA,DEPICT	MAGIC2021_HbA1c,Lagou2023	HbA1C,RandomGlucose
TRAIP	MAGMA,DEPICT	MAGIC_FI,Lagou2023	FI,RandomGlucose
TRAPPC6B	DEPICT	Lagou2023	RandomGlucose
TRIM47	DEPICT	Lagou2023	RandomGlucose
TRIM54	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
TRIM59	DEPICT	Lagou2023	RandomGlucose
TRIM65	DEPICT	Lagou2023	RandomGlucose
TRIM66	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
TRMT11	MAGMA	Mahajan2022	T2D
TRPM5	pcHiC	Mahajan2022	T2D
TRPS1	MAGMA,sTWAS	Mahajan2022,MAGIC2021_FG	T2D,FG
TSC22D4	DEPICT	Lagou2023	RandomGlucose
TSHZ2	eTWAS,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
TSKU	MAGMA	Mahajan2022	T2D
TSPAN1	pcHiC	Mahajan2022	T2D
TSPAN3	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
TSPAN8	MAGMA,TIGERCASE	Mahajan2022,Mahajan2018	T2D
TSSK6	DEPICT	Lagou2023	RandomGlucose
TST	MAGMA	MAGIC2021_HbA1c	HbA1C
TTLL6	MAGMA	Mahajan2022	T2D
TUBD1	DEPICT	Lagou2023	RandomGlucose
TUBG1	MAGMA	Mahajan2022	T2D
TUBG2	MAGMA	Mahajan2022	T2D
TUBGCP4	MAGMA	Mahajan2022	T2D
TXNDC11	DEPICT	Lagou2023	RandomGlucose
UBA7	MAGMA,DEPICT	MAGIC_FI,Lagou2023	FI,RandomGlucose
UBAP2	MAGMA,sTWAS	Mahajan2022	T2D
UBE2C	DEPICT	Lagou2023	RandomGlucose
UBE2D3	pcHiC	Mahajan2022	T2D
UBE2D4	DEPICT	Lagou2023	RandomGlucose
UBE2E2	MAGMA,eTWAS,TIGEReQTL	Mahajan2022,Mahajan2018	T2D
UBE2G1	MAGMA	Mahajan2022	T2D
UBE2Q2	DEPICT	Lagou2023	RandomGlucose
UBE2U	pcHiC	Mahajan2022	T2D
UBE2Z	pcHiC,MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
UBE3C	pcHiC,MAGMA	Mahajan2022	T2D
UBXN2A	MAGMA	MAGIC2021_HbA1c	HbA1C
UGP2	DEPICT	Lagou2023	RandomGlucose
ULK3	MAGMA	MAGIC2021_FG	FG
UNC13D	DEPICT	Lagou2023	RandomGlucose
UNC45A	MAGMA	Mahajan2022	T2D
UNK	DEPICT	Lagou2023	RandomGlucose
UQCR10	MAGMA	Mahajan2022,MAGIC2021_FG	T2D,FG
UQCRC1	DEPICT	Lagou2023	RandomGlucose
URGCP	MAGMA,DEPICT	MAGIC2021_FG,MAGIC2021_HbA1c,Lagou2023	FG,HbA1C,RandomGlucose
USP19	DEPICT	Lagou2023	RandomGlucose
USP3	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
USP3-AS1	pcHiC,MAGMA	Mahajan2022	T2D
USP36	MAGMA,TIGEReQTL	Mahajan2022,Mahajan2018	T2D
USP4	MAGMA,DEPICT	MAGIC2021_HbA1c,Lagou2023	HbA1C,RandomGlucose
USP47	DEPICT	Lagou2023	RandomGlucose
UTP23	pcHiC	Mahajan2022	T2D
UVSSA	MAGMA	Mahajan2022	T2D
VEGFA	pcHiC,MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
VMP1	DEPICT	Lagou2023	RandomGlucose
VPS11	MAGMA	Mahajan2022	T2D
VPS13A	MAGMA,sTWAS	MAGIC2021_HbA1c	HbA1C
VPS13C	pcHiC,MAGMA,DEPICT	Mahajan2022,MAGIC2021_FG,MAGIC_2hGlu,MadsenAL_stumvoll,MadsenAL_cir,MadsenAL_bigair,MadsenAL_dibig,Lagou2023	T2D,FG,2hGlu,FirstPhaseInsRel,DispositionIndex,RandomGlucose
VPS33B	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
VPS37B	pcHiC	Mahajan2022	T2D
VPS54	DEPICT	Lagou2023	RandomGlucose
VPS9D1	pcHiC	Mahajan2022	T2D
VSNL1	eTWAS	Mahajan2018	T2D
VTI1A	MAGMA,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
WARS	pcHiC,MAGMA,sTWAS,DEPICT	Mahajan2022,MAGIC2021_FG,MAGIC2021_HbA1c,Lagou2023	T2D,FG,HbA1C,RandomGlucose
WBP2	DEPICT	Lagou2023	RandomGlucose
WBSCR16	DEPICT	Lagou2023	RandomGlucose
WDPCP	DEPICT	Lagou2023	RandomGlucose
WDR25	pcHiC,MAGMA,DEPICT	Mahajan2022,MAGIC2021_FG,MAGIC2021_HbA1c,Lagou2023	T2D,FG,HbA1C,RandomGlucose
WDR3	DEPICT	Lagou2023	RandomGlucose
WDR45B	MAGMA	MAGIC2021_HbA1c	HbA1C
WDR53	DEPICT	Lagou2023	RandomGlucose
WDR6	DEPICT	Lagou2023	RandomGlucose
WDR82	eTWAS	MAGIC_FI	FI
WFS1	pcHiC,MAGMA,TIGERCASE,DEPICT	Mahajan2022,MAGIC2021_FG,Mahajan2018,Lagou2023	T2D,FG,RandomGlucose
WIPF2	DEPICT	Lagou2023	RandomGlucose
WIPI1	DEPICT	Lagou2023	RandomGlucose
WSCD2	MAGMA	Mahajan2022	T2D
WWC1	DEPICT	Lagou2023	RandomGlucose
WWP2	MAGMA	Mahajan2022	T2D
XKR6	MAGMA	Mahajan2022,MAGIC_FI	T2D,FI
XPO5	pcHiC	Mahajan2022	T2D
XRCC6BP1	DEPICT	Lagou2023	RandomGlucose
YIF1A	MAGMA	Mahajan2022	T2D
YKT6	pcHiC,MAGMA,DEPICT	Mahajan2022,MAGIC2021_FG,MAGIC2021_HbA1c,MAGIC_2hGlu,MadsenAL_cir,MadsenAL_dibig,Lagou2023	T2D,FG,HbA1C,2hGlu,FirstPhaseInsRel,DispositionIndex,RandomGlucose
YWHAB	DEPICT	Lagou2023	RandomGlucose
Y_RNA	pcHiC	Mahajan2022	T2D
ZBED3-AS1	MAGMA,eTWAS	Mahajan2022,MAGIC2021_FG,MAGIC2021_HbA1c,Mahajan2018	T2D,FG,HbA1C
ZBTB20	MAGMA,sTWAS,DEPICT	Mahajan2022,Lagou2023	T2D,RandomGlucose
ZBTB26	MAGMA	Mahajan2022	T2D
ZBTB38	MAGMA,DEPICT	Mahajan2022,MAGIC2021_FG,Lagou2023	T2D,FG,RandomGlucose
ZBTB6	pcHiC	Mahajan2022	T2D
ZC3H13	DEPICT	Lagou2023	RandomGlucose
ZC3H4	pcHiC,MAGMA	Mahajan2022	T2D
ZCCHC14	DEPICT	Lagou2023	RandomGlucose
ZCWPW1	DEPICT	Lagou2023	RandomGlucose
ZFAND6	MAGMA	Mahajan2022	T2D
ZFP36L2	pcHiC,MAGMA	Mahajan2022,MAGIC2021_FG	T2D,FG
ZFYVE1	MAGMA	MAGIC2021_HbA1c	HbA1C
ZHX3	DEPICT	Lagou2023	RandomGlucose
ZMIZ1	MAGMA	Mahajan2022	T2D
ZNF10	DEPICT	Lagou2023	RandomGlucose
ZNF140	DEPICT	Lagou2023	RandomGlucose
ZNF148	pcHiC,MAGMA	Mahajan2022	T2D
ZNF19	DEPICT	Lagou2023	RandomGlucose
ZNF23	DEPICT	Lagou2023	RandomGlucose
ZNF236	MAGMA	Mahajan2022	T2D
ZNF251	pcHiC,MAGMA	Mahajan2022	T2D
ZNF268	DEPICT	Lagou2023	RandomGlucose
ZNF276	pcHiC	Mahajan2022	T2D
ZNF277	sTWAS	Mahajan2018	T2D
ZNF280D	MAGMA	Mahajan2022	T2D
ZNF34	pcHiC,MAGMA,eTWAS	Mahajan2022,Mahajan2018	T2D
ZNF408	MAGMA,DEPICT	MAGIC2021_FG,Lagou2023	FG,RandomGlucose
ZNF512	MAGMA,sTWAS,eTWAS,DEPICT	Mahajan2022,MAGIC2021_FG,MAGIC_FI,MAGIC_2hGlu,MadsenAL_xinsG30,MadsenAL_xinsdG30,MadsenAL_stumvoll,MadsenAL_cir,MadsenAL_bigair,MadsenAL_di,MadsenAL_dibig,MadsenAL_HOMAB,Lagou2023	T2D,FG,FI,2hGlu,FirstPhaseInsRel,DispositionIndex,HOMAB,RandomGlucose
ZNF513	MAGMA,DEPICT	Mahajan2022,MAGIC2021_FG,MAGIC_FI,Lagou2023	T2D,FG,FI,RandomGlucose
ZNF517	pcHiC	Mahajan2022	T2D
ZNF605	DEPICT	Lagou2023	RandomGlucose
ZNF638	DEPICT	Lagou2023	RandomGlucose
ZNF641	MAGMA,eTWAS,sTWAS	MAGIC2021_HbA1c,Mahajan2022	HbA1C,T2D
ZNF664	MAGMA,sTWAS	Mahajan2022,MAGIC_FI,Mahajan2018	T2D,FI
ZNF703	pcHiC	Mahajan2022	T2D
ZNF76	MAGMA	MAGIC_FI	FI
ZNF821	DEPICT	Lagou2023	RandomGlucose
ZNF891	DEPICT	Lagou2023	RandomGlucose
ZNHIT3	TIGEReQTL	Mahajan2018	T2D
ZSCAN29	MAGMA	Mahajan2022	T2D
ZZEF1	MAGMA	Mahajan2022	T2D
snoU13	pcHiC	Mahajan2022	T2D
